flare_start duration energy max_L flag
1628.855228331181 600.0111710905912 5.694509820608294e+34 1.3067893318530891e+32 False
1630.5983151140767 2760.0471463185386 2.0239097547909185e+35 1.596384707233872e+32 False
1635.201160108913 2280.0271936372155 2.459391113388292e+35 2.1737484325827706e+32 False
1635.88311239938 1920.0212312411168 1.3551847461948798e+35 1.0633557733966023e+32 False
1637.99841027425 600.0044521570089 3.2616766310236035e+34 6.837402030668881e+31 True
1643.2511770289668 719.9967567234125 9.633132421958424e+34 1.688348081188219e+32 False
1651.52749376874 6239.914787602174 1.971303482917966e+36 1.0081095075793284e+33 False
